"","Count","Words"
"that's enough",115,"that's enough"
"the cracks",115,"the cracks"
"new for",115,"new for"
"let our",115,"let our"
"human body",115,"human body"
"to occupy",115,"to occupy"
"my grandpa",115,"my grandpa"
"and caught",115,"and caught"
"just curious",115,"just curious"
"project but",115,"project but"
"other friends",115,"other friends"
"so thank",115,"so thank"
"request a",115,"request a"
"useful to",115,"useful to"
"the ensuing",115,"the ensuing"
"the tall",115,"the tall"
"are indeed",115,"are indeed"
"he followed",115,"he followed"
"council has",115,"council has"
"but often",115,"but often"
"forefront of",115,"forefront of"
"pour in",115,"pour in"
"hour the",115,"hour the"
"to commemorate",115,"to commemorate"
"recovery and",115,"recovery and"
"of female",115,"of female"
"of comfort",115,"of comfort"
"and reach",115,"and reach"
"lived and",115,"lived and"
"about sex",115,"about sex"
"you're lucky",115,"you're lucky"
"some students",115,"some students"
"was lovely",115,"was lovely"
"don't read",115,"don't read"
"was reminded",115,"was reminded"
"didn't start",115,"didn't start"
"contacted the",115,"contacted the"
"course she",115,"course she"
"but eventually",115,"but eventually"
"government agencies",115,"government agencies"
"card the",115,"card the"
"put more",115,"put more"
"this method",115,"this method"
"going but",115,"going but"
"in pink",115,"in pink"
"the chronicle",115,"the chronicle"
"runners in",115,"runners in"
"plane to",115,"plane to"
"find time",115,"find time"
"pick for",115,"pick for"
"get right",115,"get right"
"to stimulate",115,"to stimulate"
"episode is",115,"episode is"
"helpful and",115,"helpful and"
"he announced",115,"he announced"
"installment of",115,"installment of"
"test to",115,"test to"
"frame and",115,"frame and"
"models and",115,"models and"
"my regular",115,"my regular"
"sports bar",115,"sports bar"
"very comfortable",115,"very comfortable"
"setting and",115,"setting and"
"of democracy",115,"of democracy"
"the skirt",115,"the skirt"
"too low",115,"too low"
"beat that",115,"beat that"
"on business",115,"on business"
"my daddy",115,"my daddy"
"races and",115,"races and"
"bringing it",115,"bringing it"
"excess of",115,"excess of"
"is tonight",115,"is tonight"
"taught in",115,"taught in"
"we open",115,"we open"
"live like",115,"live like"
"just happens",115,"just happens"
"set an",115,"set an"
"too for",115,"too for"
"pushed back",115,"pushed back"
"one shot",115,"one shot"
"think when",115,"think when"
"boy with",115,"boy with"
"looking over",115,"looking over"
"note in",115,"note in"
"another for",115,"another for"
"we win",115,"we win"
"she now",115,"she now"
"can visit",115,"can visit"
"worked and",115,"worked and"
"in spending",115,"in spending"
"mail and",115,"mail and"
"amazing people",115,"amazing people"
"formed the",115,"formed the"
"luck at",115,"luck at"
"running from",115,"running from"
"a strict",115,"a strict"
"speed limit",115,"speed limit"
"on next",115,"on next"
"given you",115,"given you"
"minute or",115,"minute or"
"diet coke",115,"diet coke"
"lots more",115,"lots more"
"measured by",115,"measured by"
"career is",115,"career is"
"this band",115,"this band"
"your spouse",115,"your spouse"
"he holds",115,"he holds"
"can't use",115,"can't use"
"new series",115,"new series"
"color i",115,"color i"
"the rebels",115,"the rebels"
"not where",115,"not where"
"and prevent",115,"and prevent"
"magazines and",115,"magazines and"
"winter park",115,"winter park"
"full house",115,"full house"
"in multiple",115,"in multiple"
"resolution to",115,"resolution to"
"the microphone",115,"the microphone"
"your experience",115,"your experience"
"it weird",115,"it weird"
"for full",115,"for full"
"feature on",115,"feature on"
"bad you",115,"bad you"
"players with",115,"players with"
"that'll be",115,"that'll be"
"a privilege",115,"a privilege"
"wonder whether",115,"wonder whether"
"email that",115,"email that"
"legislature to",115,"legislature to"
"right person",115,"right person"
"to master",115,"to master"
"outside with",115,"outside with"
"were saying",115,"were saying"
"his post",115,"his post"
"our members",115,"our members"
"get high",115,"get high"
"never went",115,"never went"
"of followers",115,"of followers"
"the baby's",115,"the baby's"
"thinking is",115,"thinking is"
"tuesday may",115,"tuesday may"
"tv is",115,"tv is"
"him get",115,"him get"
"colt mccoy",115,"colt mccoy"
"nah i",115,"nah i"
"your visit",115,"your visit"
"not into",115,"not into"
"could've been",115,"could've been"
"me tomorrow",115,"me tomorrow"
"community leaders",115,"community leaders"
"one spot",115,"one spot"
"a jersey",115,"a jersey"
"convicted in",115,"convicted in"
"all great",115,"all great"
"field at",115,"field at"
"what color",115,"what color"
"on pandora",115,"on pandora"
"be epic",115,"be epic"
"care law",115,"care law"
"shooting at",115,"shooting at"
"percent over",115,"percent over"
"huntington beach",115,"huntington beach"
"hope everything",115,"hope everything"
"portland is",115,"portland is"
"monday after",115,"monday after"
"the combine",115,"the combine"
"medical examiner's",115,"medical examiner's"
"the commerce",115,"the commerce"
"the revenue",115,"the revenue"
"thats my",115,"thats my"
"a 10-year",115,"a 10-year"
"holla at",115,"holla at"
"percent at",115,"percent at"
"jerry brown",115,"jerry brown"
"jimmy dimora",115,"jimmy dimora"
"brandon roy",115,"brandon roy"
"awesome rt",115,"awesome rt"
"said oh",114,"said oh"
"one very",114,"one very"
"done right",114,"done right"
"be effective",114,"be effective"
"town but",114,"town but"
"them would",114,"them would"
"everyone we",114,"everyone we"
"to voters",114,"to voters"
"others is",114,"others is"
"be forgotten",114,"be forgotten"
"days from",114,"days from"
"bag for",114,"bag for"
"mouth of",114,"mouth of"
"as mentioned",114,"as mentioned"
"my sons",114,"my sons"
"steering wheel",114,"steering wheel"
"fun it",114,"fun it"
"store with",114,"store with"
"fields of",114,"fields of"
"why we're",114,"why we're"
"huge and",114,"huge and"
"my focus",114,"my focus"
"this building",114,"this building"
"author is",114,"author is"
"scene the",114,"scene the"
"identify with",114,"identify with"
"clothes i",114,"clothes i"
"of video",114,"of video"
"particularly when",114,"particularly when"
"his knees",114,"his knees"
"looks awesome",114,"looks awesome"
"letter that",114,"letter that"
"pack and",114,"pack and"
"and crazy",114,"and crazy"
"trial for",114,"trial for"
"movies in",114,"movies in"
"the nursing",114,"the nursing"
"yes in",114,"yes in"
"asked us",114,"asked us"
"and pointed",114,"and pointed"
"upon his",114,"upon his"
"drink with",114,"drink with"
"nearly the",114,"nearly the"
"the relative",114,"the relative"
"comments to",114,"comments to"
"and falling",114,"and falling"
"each individual",114,"each individual"
"realities of",114,"realities of"
"all across",114,"all across"
"saw what",114,"saw what"
"their part",114,"their part"
"heart you",114,"heart you"
"are heading",114,"are heading"
"press on",114,"press on"
"strips of",114,"strips of"
"life where",114,"life where"
"the blessings",114,"the blessings"
"and lunch",114,"and lunch"
"whole week",114,"whole week"
"tournament and",114,"tournament and"
"letters of",114,"letters of"
"bones and",114,"bones and"
"project of",114,"project of"
"could stay",114,"could stay"
"allowed him",114,"allowed him"
"two the",114,"two the"
"the americas",114,"the americas"
"fact you",114,"fact you"
"for training",114,"for training"
"very limited",114,"very limited"
"and june",114,"and june"
"its great",114,"its great"
"cut through",114,"cut through"
"small pieces",114,"small pieces"
"fifteen years",114,"fifteen years"
"burgers and",114,"burgers and"
"largely because",114,"largely because"
"writer is",114,"writer is"
"a halt",114,"a halt"
"rights movement",114,"rights movement"
"playing some",114,"playing some"
"have planned",114,"have planned"
"reactions to",114,"reactions to"
"only was",114,"only was"
"moment with",114,"moment with"
"as adults",114,"as adults"
"most things",114,"most things"
"bake in",114,"bake in"
"condition and",114,"condition and"
"amazon and",114,"amazon and"
"and cried",114,"and cried"
"feeling you",114,"feeling you"
"kids for",114,"kids for"
"honestly don't",114,"honestly don't"
"the fighting",114,"the fighting"
"the lamb",114,"the lamb"
"houses in",114,"houses in"
"wanted for",114,"wanted for"
"the rope",114,"the rope"
"prayers and",114,"prayers and"
"for sites",114,"for sites"
"removal at",114,"removal at"
"good though",114,"good though"
"watch her",114,"watch her"
"the bloody",114,"the bloody"
"who wins",114,"who wins"
"then so",114,"then so"
"window to",114,"window to"
"authorities are",114,"authorities are"
"been shot",114,"been shot"
"and executive",114,"and executive"
"girl she",114,"girl she"
"is president",114,"is president"
"we pray",114,"we pray"
"in death",114,"in death"
"having any",114,"having any"
"and discuss",114,"and discuss"
"say nothing",114,"say nothing"
"you're already",114,"you're already"
"share what",114,"share what"
"down you",114,"down you"
"now only",114,"now only"
"raise taxes",114,"raise taxes"
"members will",114,"members will"
"we picked",114,"we picked"
"friday we",114,"friday we"
"here again",114,"here again"
"gained a",114,"gained a"
"what those",114,"what those"
"then made",114,"then made"
"of furniture",114,"of furniture"
"partners and",114,"partners and"
"drops of",114,"drops of"
"falls into",114,"falls into"
"health officials",114,"health officials"
"industry to",114,"industry to"
"and seems",114,"and seems"
"well since",114,"well since"
"a closet",114,"a closet"
"being around",114,"being around"
"had arrived",114,"had arrived"
"make new",114,"make new"
"legislature and",114,"legislature and"
"she wore",114,"she wore"
"i'm ok",114,"i'm ok"
"into me",114,"into me"
"day are",114,"day are"
"a region",114,"a region"
"perfect way",114,"perfect way"
"first win",114,"first win"
"especially to",114,"especially to"
"new episode",114,"new episode"
"have probably",114,"have probably"
"schools for",114,"schools for"
"finally came",114,"finally came"
"write that",114,"write that"
"tied it",114,"tied it"
"of excitement",114,"of excitement"
"to detroit",114,"to detroit"
"two great",114,"two great"
"with david",114,"with david"
"support is",114,"support is"
"message for",114,"message for"
"embossing powder",114,"embossing powder"
"that several",114,"that several"
"an outfit",114,"an outfit"
"son i",114,"son i"
"kids get",114,"kids get"
"pun intended",114,"pun intended"
"oversee the",114,"oversee the"
"themselves into",114,"themselves into"
"virginia and",114,"virginia and"
"mix with",114,"mix with"
"of entertainment",114,"of entertainment"
"by but",114,"by but"
"school who",114,"school who"
"the egyptian",114,"the egyptian"
"is defined",114,"is defined"
"the effectiveness",114,"the effectiveness"
"high the",114,"high the"
"knack for",114,"knack for"
"tell myself",114,"tell myself"
"an unfortunate",114,"an unfortunate"
"on until",114,"on until"
"were meant",114,"were meant"
"a reduction",114,"a reduction"
"she sent",114,"she sent"
"hair was",114,"hair was"
"last wednesday",114,"last wednesday"
"company but",114,"company but"
"serve to",114,"serve to"
"which just",114,"which just"
"was quick",114,"was quick"
"minutes with",114,"minutes with"
"too she",114,"too she"
"it quite",114,"it quite"
"the juice",114,"the juice"
"too they",114,"too they"
"medicare and",114,"medicare and"
"getting too",114,"getting too"
"obvious to",114,"obvious to"
"off is",114,"off is"
"hands up",114,"hands up"
"taylor and",114,"taylor and"
"has actually",114,"has actually"
"fix that",114,"fix that"
"only slightly",114,"only slightly"
"civic center",114,"civic center"
"was nominated",114,"was nominated"
"track for",114,"track for"
"third grade",114,"third grade"
"high street",114,"high street"
"must pay",114,"must pay"
"unrelated to",114,"unrelated to"
"life because",114,"life because"
"close a",114,"close a"
"three points",114,"three points"
"a responsibility",114,"a responsibility"
"sell for",114,"sell for"
"contributions from",114,"contributions from"
"contracts with",114,"contracts with"
"for advice",114,"for advice"
"no answer",114,"no answer"
"developed in",114,"developed in"
"basics of",114,"basics of"
"you save",114,"you save"
"was free",114,"was free"
"of everyday",114,"of everyday"
"late the",114,"late the"
"a tent",114,"a tent"
"local food",114,"local food"
"perhaps he",114,"perhaps he"
"a bat",114,"a bat"
"second on",114,"second on"
"love will",114,"love will"
"and dozens",114,"and dozens"
"soak up",114,"soak up"
"black beans",114,"black beans"
"responds to",114,"responds to"
"contacted by",114,"contacted by"
"of opportunities",114,"of opportunities"
"go play",114,"go play"
"employee of",114,"employee of"
"the tiger",114,"the tiger"
"while all",114,"while all"
"she lived",114,"she lived"
"integral part",114,"integral part"
"video was",114,"video was"
"that class",114,"that class"
"and taylor",114,"and taylor"
"two little",114,"two little"
"the sheep",114,"the sheep"
"college or",114,"college or"
"a purple",114,"a purple"
"today have",114,"today have"
"their communities",114,"their communities"
"hillary clinton",114,"hillary clinton"
"hold them",114,"hold them"
"yourself that",114,"yourself that"
"article and",114,"article and"
"best at",114,"best at"
"by such",114,"by such"
"those at",114,"those at"
"for art",114,"for art"
"produced the",114,"produced the"
"does his",114,"does his"
"him around",114,"him around"
"these games",114,"these games"
"report says",114,"report says"
"not become",114,"not become"
"all make",114,"all make"
"decide the",114,"decide the"
"be two",114,"be two"
"chicken soup",114,"chicken soup"
"what's really",114,"what's really"
"in double",114,"in double"
"without ever",114,"without ever"
"announced plans",114,"announced plans"
"it ok",114,"it ok"
"of multiple",114,"of multiple"
"of wisconsin",114,"of wisconsin"
"good lord",114,"good lord"
"development for",114,"development for"
"took their",114,"took their"
"range in",114,"range in"
"with help",114,"with help"
"elections and",114,"elections and"
"die of",114,"die of"
"south park",114,"south park"
"right decision",114,"right decision"
"most influential",114,"most influential"
"of turning",114,"of turning"
"good today",114,"good today"
"the electronic",114,"the electronic"
"association for",114,"association for"
"the enormous",114,"the enormous"
"sponsor of",114,"sponsor of"
"can smell",114,"can smell"
"the ship's",114,"the ship's"
"rate on",114,"rate on"
"starting my",114,"starting my"
"centered on",114,"centered on"
"an umbrella",114,"an umbrella"
"left after",114,"left after"
"on abc",114,"on abc"
"holiday party",114,"holiday party"
"term and",114,"term and"
"better life",114,"better life"
"by playing",114,"by playing"
"beat it",114,"beat it"
"book this",114,"book this"
"with nine",114,"with nine"
"can't read",114,"can't read"
"for always",114,"for always"
"their opinions",114,"their opinions"
"of operation",114,"of operation"
"cooperate with",114,"cooperate with"
"last place",114,"last place"
"does what",114,"does what"
"the gardens",114,"the gardens"
"from fat",114,"from fat"
"of customers",114,"of customers"
"deaths in",114,"deaths in"
"of elections",114,"of elections"
"last december",114,"last december"
"show starts",114,"show starts"
"there said",114,"there said"
"to steer",114,"to steer"
"shots at",114,"shots at"
"should he",114,"should he"
"project would",114,"project would"
"theft and",114,"theft and"
"fun times",114,"fun times"
"position with",114,"position with"
"of cents",114,"of cents"
"haven't tried",114,"haven't tried"
"to game",114,"to game"
"he's gonna",114,"he's gonna"
"marching band",114,"marching band"
"in louisville",114,"in louisville"
"be big",114,"be big"
"team can",114,"team can"
"happy national",114,"happy national"
"defending champion",114,"defending champion"
"costs in",114,"costs in"
"waiting list",114,"waiting list"
"group inc",114,"group inc"
"team which",114,"team which"
"crazy for",114,"crazy for"
"general counsel",114,"general counsel"
"it put",114,"it put"
"in who",114,"in who"
"and junior",114,"and junior"
"he caught",114,"he caught"
"memorial service",114,"memorial service"
"an audition",114,"an audition"
"your great",114,"your great"
"a consumer",114,"a consumer"
"union leaders",114,"union leaders"
"of iowa",114,"of iowa"
"and firefighters",114,"and firefighters"
"million this",114,"million this"
"by federal",114,"by federal"
"five hits",114,"five hits"
"western reserve",114,"western reserve"
"wide receivers",114,"wide receivers"
"and touchdowns",114,"and touchdowns"
"staples center",114,"staples center"
"im at",114,"im at"
"and cleveland",114,"and cleveland"
"that nigga",114,"that nigga"
"gone be",114,"gone be"
"one group",113,"one group"
"who seems",113,"who seems"
"it lasts",113,"it lasts"
"so perhaps",113,"so perhaps"
"mum and",113,"mum and"
"their local",113,"their local"
"good my",113,"good my"
"value the",113,"value the"
"the banner",113,"the banner"
"used at",113,"used at"
"trade mark",113,"trade mark"
"that under",113,"that under"
"now until",113,"now until"
"the quilt",113,"the quilt"
"quantity of",113,"quantity of"
"situation but",113,"situation but"
"the destination",113,"the destination"
"with s",113,"with s"
"on end",113,"on end"
"a shallow",113,"a shallow"
"to winning",113,"to winning"
"been sent",113,"been sent"
"far has",113,"far has"
"heard him",113,"heard him"
"notes from",113,"notes from"
"from experience",113,"from experience"
"was nervous",113,"was nervous"
"well actually",113,"well actually"
"a vibrant",113,"a vibrant"
"cooking spray",113,"cooking spray"
"interests in",113,"interests in"
"who this",113,"who this"
"thinking to",113,"thinking to"
"i last",113,"i last"
"me has",113,"me has"
"and announced",113,"and announced"
"packed and",113,"packed and"
"weather for",113,"weather for"
"have broken",113,"have broken"
"sounds and",113,"sounds and"
"walking away",113,"walking away"
"also good",113,"also good"
"killed me",113,"killed me"
"sets and",113,"sets and"
"is once",113,"is once"
"child for",113,"child for"
"tonight it's",113,"tonight it's"
"of vintage",113,"of vintage"
"life changing",113,"life changing"
"to white",113,"to white"
"added i",113,"added i"
"the file",113,"the file"
"it leaves",113,"it leaves"
"strange to",113,"strange to"
"ago so",113,"ago so"
"and meeting",113,"and meeting"
"had yet",113,"had yet"
"tone and",113,"tone and"
"the adventure",113,"the adventure"
"cookie sheet",113,"cookie sheet"
"a painful",113,"a painful"
"the anger",113,"the anger"
"children under",113,"children under"
"suffering and",113,"suffering and"
"the fireplace",113,"the fireplace"
"i should've",113,"i should've"
"area on",113,"area on"
"take two",113,"take two"
"radio stations",113,"radio stations"
"they simply",113,"they simply"
"it's obvious",113,"it's obvious"
"over five",113,"over five"
"i applied",113,"i applied"
"term of",113,"term of"
"you click",113,"you click"
"a blur",113,"a blur"
"change things",113,"change things"
"down is",113,"down is"
"follow in",113,"follow in"
"master bedroom",113,"master bedroom"
"start it",113,"start it"
"deals and",113,"deals and"
"home page",113,"home page"
"started making",113,"started making"
"link and",113,"link and"
"is spent",113,"is spent"
"kid to",113,"kid to"
"this regard",113,"this regard"
"debate in",113,"debate in"
"last month's",113,"last month's"
"the cafeteria",113,"the cafeteria"
"practice on",113,"practice on"
"very strange",113,"very strange"
"free market",113,"free market"
"your hard",113,"your hard"
"feeling pretty",113,"feeling pretty"
"punch and",113,"punch and"
"her words",113,"her words"
"to shed",113,"to shed"
"weekend as",113,"weekend as"
"skills are",113,"skills are"
"our good",113,"our good"
"performance as",113,"performance as"
"cover is",113,"cover is"
"not remember",113,"not remember"
"here's some",113,"here's some"
"the aging",113,"the aging"
"embraced the",113,"embraced the"
"no regrets",113,"no regrets"
"like saying",113,"like saying"
"iran and",113,"iran and"
"be near",113,"be near"
"great big",113,"great big"
"dinner table",113,"dinner table"
"much when",113,"much when"
"flying to",113,"flying to"
"a youtube",113,"a youtube"
"to amazon.com",113,"to amazon.com"
"doesn't understand",113,"doesn't understand"
"enjoy reading",113,"enjoy reading"
"each have",113,"each have"
"long have",113,"long have"
"enough with",113,"enough with"
"and frank",113,"and frank"
"younger and",113,"younger and"
"p and",113,"p and"
"worst in",113,"worst in"
"her now",113,"her now"
"vietnam war",113,"vietnam war"
"the warehouse",113,"the warehouse"
"a dj",113,"a dj"
"breakdown of",113,"breakdown of"
"the spending",113,"the spending"
"interesting but",113,"interesting but"
"will depend",113,"will depend"
"basis and",113,"basis and"
"all look",113,"all look"
"not already",113,"not already"
"becomes an",113,"becomes an"
"nor does",113,"nor does"
"and stuck",113,"and stuck"
"vanilla extract",113,"vanilla extract"
"unsure of",113,"unsure of"
"early i",113,"early i"
"a dumb",113,"a dumb"
"my free",113,"my free"
"increase to",113,"increase to"
"a raw",113,"a raw"
"be outside",113,"be outside"
"respect of",113,"respect of"
"are everywhere",113,"are everywhere"
"see or",113,"see or"
"associate professor",113,"associate professor"
"gang of",113,"gang of"
"a devastating",113,"a devastating"
"filled out",113,"filled out"
"normal life",113,"normal life"
"and onions",113,"and onions"
"jokes about",113,"jokes about"
"piece that",113,"piece that"
"many children",113,"many children"
"one child",113,"one child"
"release and",113,"release and"
"than mine",113,"than mine"
"well being",113,"well being"
"losing weight",113,"losing weight"
"before any",113,"before any"
"you treat",113,"you treat"
"are funny",113,"are funny"
"as yet",113,"as yet"
"yet that",113,"yet that"
"know because",113,"know because"
"her know",113,"her know"
"leaves me",113,"leaves me"
"got what",113,"got what"
"comfort in",113,"comfort in"
"kids don't",113,"kids don't"
"private equity",113,"private equity"
"creation and",113,"creation and"
"medium and",113,"medium and"
"and screaming",113,"and screaming"
"buenos aires",113,"buenos aires"
"the laptop",113,"the laptop"
"an introduction",113,"an introduction"
"be honored",113,"be honored"
"venture capital",113,"venture capital"
"gift that",113,"gift that"
"black or",113,"black or"
"host to",113,"host to"
"old world",113,"old world"
"enjoy our",113,"enjoy our"
"given him",113,"given him"
"of meetings",113,"of meetings"
"people live",113,"people live"
"alice in",113,"alice in"
"we liked",113,"we liked"
"the pantry",113,"the pantry"
"don't lie",113,"don't lie"
"birthday wishes",113,"birthday wishes"
"mom would",113,"mom would"
"followed up",113,"followed up"
"arts in",113,"arts in"
"provided for",113,"provided for"
"now why",113,"now why"
"be closer",113,"be closer"
"christmas in",113,"christmas in"
"park was",113,"park was"
"better things",113,"better things"
"ability and",113,"ability and"
"the welcome",113,"the welcome"
"touched by",113,"touched by"
"this together",113,"this together"
"and among",113,"and among"
"might expect",113,"might expect"
"not found",113,"not found"
"and ben",113,"and ben"
"to running",113,"to running"
"by themselves",113,"by themselves"
"authorities to",113,"authorities to"
"bell pepper",113,"bell pepper"
"would enjoy",113,"would enjoy"
"old daughter",113,"old daughter"
"were back",113,"were back"
"an unlikely",113,"an unlikely"
"bright red",113,"bright red"
"per capita",113,"per capita"
"page in",113,"page in"
"site but",113,"site but"
"pretty close",113,"pretty close"
"new location",113,"new location"
"would fit",113,"would fit"
"argument is",113,"argument is"
"asks for",113,"asks for"
"said why",113,"said why"
"map and",113,"map and"
"her not",113,"her not"
"a drunk",113,"a drunk"
"to foster",113,"to foster"
"points from",113,"points from"
"give birth",113,"give birth"
"was best",113,"was best"
"and besides",113,"and besides"
"god would",113,"god would"
"a librarian",113,"a librarian"
"sale to",113,"sale to"
"coffee or",113,"coffee or"
"awesome we",113,"awesome we"
"b w",113,"b w"
"house arrest",113,"house arrest"
"and stood",113,"and stood"
"very impressive",113,"very impressive"
"in poverty",113,"in poverty"
"was largely",113,"was largely"
"habits and",113,"habits and"
"and uses",113,"and uses"
"system was",113,"system was"
"a stay",113,"a stay"
"court order",113,"court order"
"room full",113,"room full"
"runs for",113,"runs for"
"more traditional",113,"more traditional"
"like not",113,"like not"
"efficient and",113,"efficient and"
"from portland",113,"from portland"
"question but",113,"question but"
"their concerns",113,"their concerns"
"consumption of",113,"consumption of"
"walk from",113,"walk from"
"you're such",113,"you're such"
"on tumblr",113,"on tumblr"
"man said",113,"man said"
"can't hear",113,"can't hear"
"reputation of",113,"reputation of"
"salmon and",113,"salmon and"
"role for",113,"role for"
"film a",113,"film a"
"tower of",113,"tower of"
"isn't this",113,"isn't this"
"and wind",113,"and wind"
"would later",113,"would later"
"very expensive",113,"very expensive"
"teach a",113,"teach a"
"comes across",113,"comes across"
"fears and",113,"fears and"
"louder than",113,"louder than"
"in seeing",113,"in seeing"
"short i",113,"short i"
"fire that",113,"fire that"
"his sons",113,"his sons"
"because many",113,"because many"
"guest post",113,"guest post"
"the likely",113,"the likely"
"this party",113,"this party"
"aim for",113,"aim for"
"you our",113,"you our"
"and european",113,"and european"
"ice cold",113,"ice cold"
"stir until",113,"stir until"
"it's there",113,"it's there"
"had met",113,"had met"
"it plays",113,"it plays"
"recorded a",113,"recorded a"
"only from",113,"only from"
"settled down",113,"settled down"
"a deadline",113,"a deadline"
"of phoenix",113,"of phoenix"
"facilities in",113,"facilities in"
"twitter so",113,"twitter so"
"he paid",113,"he paid"
"really awesome",113,"really awesome"
"a coupon",113,"a coupon"
"black men",113,"black men"
"could add",113,"could add"
"a worthy",113,"a worthy"
"the recommendations",113,"the recommendations"
"a is",113,"a is"
"my middle",113,"my middle"
"and richard",113,"and richard"
"you sent",113,"you sent"
"campaign that",113,"campaign that"
"platform for",113,"platform for"
"blood on",113,"blood on"
"over who",113,"over who"
"head start",113,"head start"
"moms out",113,"moms out"
"you definitely",113,"you definitely"
"not telling",113,"not telling"
"making any",113,"making any"
"has suffered",113,"has suffered"
"stands to",113,"stands to"
"they ran",113,"they ran"
"x x",113,"x x"
"they spend",113,"they spend"
"just returned",113,"just returned"
"who passed",113,"who passed"
"has spoken",113,"has spoken"
"it's different",113,"it's different"
"best chance",113,"best chance"
"to before",113,"to before"
"noon and",113,"noon and"
"previous years",113,"previous years"
"challenge you",113,"challenge you"
"who appeared",113,"who appeared"
"the met",113,"the met"
"rolling stones",113,"rolling stones"
"over yet",113,"over yet"
"forgot i",113,"forgot i"
"remember him",113,"remember him"
"pics and",113,"pics and"
"distinction between",113,"distinction between"
"staff writer",113,"staff writer"
"operate the",113,"operate the"
"that shouldn't",113,"that shouldn't"
"is finding",113,"is finding"
"giving out",113,"giving out"
"phoenix and",113,"phoenix and"
"weighed in",113,"weighed in"
"the branch",113,"the branch"
"the securities",113,"the securities"
"a charter",113,"a charter"
"the share",113,"the share"
"were watching",113,"were watching"
"a labor",113,"a labor"
"students can",113,"students can"
"cant be",113,"cant be"
"hosted a",113,"hosted a"
"monitor the",113,"monitor the"
"on st",113,"on st"
"fund a",113,"fund a"
"he stepped",113,"he stepped"
"stepped down",113,"stepped down"
"districts to",113,"districts to"
"they beat",113,"they beat"
"talk at",113,"talk at"
"victory and",113,"victory and"
"his grandfather",113,"his grandfather"
"candidate to",113,"candidate to"
"bored as",113,"bored as"
"you excited",113,"you excited"
"ranked no",113,"ranked no"
"business at",113,"business at"
"obama administration's",113,"obama administration's"
"fantasy football",113,"fantasy football"
"unclear whether",113,"unclear whether"
"been identified",113,"been identified"
"mitt romney's",113,"mitt romney's"
"sat out",113,"sat out"
"offer from",113,"offer from"
"adviser to",113,"adviser to"
"hope its",113,"hope its"
"a sec",113,"a sec"
"hasn't had",113,"hasn't had"
"no injuries",113,"no injuries"
"keep its",113,"keep its"
"bruce springsteen",113,"bruce springsteen"
"the capitals",113,"the capitals"
"me u",113,"me u"
"signed into",113,"signed into"
"oct at",113,"oct at"
"district will",113,"district will"
"quarter to",113,"quarter to"
"and arizona",113,"and arizona"
"spencer said",113,"spencer said"
"mountain view",113,"mountain view"
"san diego's",113,"san diego's"
"p.m march",113,"p.m march"
"the preseason",113,"the preseason"
"who's ready",113,"who's ready"
"u make",113,"u make"
"having more",112,"having more"
"is therefore",112,"is therefore"
"still having",112,"still having"
"i happen",112,"i happen"
"suddenly i",112,"suddenly i"
"stuff so",112,"stuff so"
"and finds",112,"and finds"
"says when",112,"says when"
"to dr",112,"to dr"
"and round",112,"and round"
"well how",112,"well how"
"goes from",112,"goes from"
"sends a",112,"sends a"
"order from",112,"order from"
"choices in",112,"choices in"
"horror movie",112,"horror movie"
"works i",112,"works i"
"court ruled",112,"court ruled"
"opens with",112,"opens with"
"organized and",112,"organized and"
"time had",112,"time had"
"calling a",112,"calling a"
"was eating",112,"was eating"
"piano and",112,"piano and"
"and worse",112,"and worse"
"for international",112,"for international"
"is people",112,"is people"
"make to",112,"make to"
"e-mail to",112,"e-mail to"
"means but",112,"means but"
"this session",112,"this session"
"to construct",112,"to construct"
"should put",112,"should put"
"an elegant",112,"an elegant"
"email i",112,"email i"
"after minutes",112,"after minutes"
"the written",112,"the written"
"making music",112,"making music"
"could read",112,"could read"
"in taxes",112,"in taxes"
"looked good",112,"looked good"
"me these",112,"me these"
"saturday was",112,"saturday was"
"with blue",112,"with blue"
"ways but",112,"ways but"
"myself this",112,"myself this"
"i change",112,"i change"
"they showed",112,"they showed"
"i return",112,"i return"
"better idea",112,"better idea"
"goals are",112,"goals are"
"help or",112,"help or"
"legal action",112,"legal action"
"a drawing",112,"a drawing"
"happen the",112,"happen the"
"be reminded",112,"be reminded"
"what gives",112,"what gives"
"city he",112,"city he"
"the sidebar",112,"the sidebar"
"little nervous",112,"little nervous"
"bowl add",112,"bowl add"
"break my",112,"break my"
"near as",112,"near as"
"from top",112,"from top"
"up since",112,"up since"
"also check",112,"also check"
"remember we",112,"remember we"
"everyone around",112,"everyone around"
"one my",112,"one my"
"instead to",112,"instead to"
"notice how",112,"notice how"
"an arm",112,"an arm"
"great friends",112,"great friends"
"which case",112,"which case"
"to curb",112,"to curb"
"strengths and",112,"strengths and"
"saturday march",112,"saturday march"
"top i",112,"top i"
"has gained",112,"has gained"
"dip in",112,"dip in"
"days this",112,"days this"
"this dress",112,"this dress"
"kept my",112,"kept my"
"other great",112,"other great"
"unfamiliar with",112,"unfamiliar with"
"all comes",112,"all comes"
"a necessity",112,"a necessity"
"which went",112,"which went"
"and grew",112,"and grew"
"his childhood",112,"his childhood"
"love we",112,"love we"
"a clip",112,"a clip"
"and colleagues",112,"and colleagues"
"an anonymous",112,"an anonymous"
"or down",112,"or down"
"eu this",112,"eu this"
"or removal",112,"or removal"
